ISBN,ISBN_10,ProductID,BTKey,Author,Title,PriceReguar,PriceDiscounted,30day_demand,Annotation,FormatPrimary,FormatPrimary_Description,FormatPrimary_QuantityPack,CountryOfPublication,LanguageCode,Classification_Merchandise,Classification_BookType,Classification_DeweyClass,Classification_LCClass,Classification_SeriesProduct,Subjects_General,Subjects_Bisac,Subjects_Library,ProductType,ProductLineID,ProductStatus,DateCreated
9781441330475,144133047X,0024394191,0024394191,"Peter Pauper Press, Inc.",Unicorn Beaded Bookmark,2.95,1.68,1,,Bookmark,,1,,ENG,NON-BOOK,Non-Fiction,793,GV,,Games & Puzzles,GAMES & ACTIVITIES / Puzzles,null,Book,SIDEL,,11/26/2018
9781560276531,1560276533,0014267162,0014267162,Asa Staff,Pilot Logbook,2.95,1.68,1,"The finest and most verstile logbooks for aviators. ASA's logbooks have been ""The Standard"" of the industry for over 30 years and comply with the FAA's recordkeeping requirements. With so many options, there is a logbook that's right for you. Versatile, easy-to-use and flexible enough to fit any pilot's needs, student or ATP.

This new introductory logbook is perfect for flight instructors and flight schools to start students out with an inexpensive logbook. With space for 16 separate flight entries, a ground instruction log, several solo endorsements, and a separate log for each type of aircraft flown, this logbook is great for introductory flights, first flight lessons, promotional give-aways and more.",Paperback,16 p. : 4.25 H x 0.25 D x 8.00 W inches 0.05 lbs.,1,,ENG,GENERAL,Non-Fiction,629,HE,,Transportation,TRANSPORTATION / Aviation / General,null,Book,BOOK,,1/7/2014
9781572817456,1572817453,0013976915,0013976915,"US Games Systems, Inc.",Wheel of Fortune Magnets,2.95,1.68,2,Tarot magnets from your favorite US Games tarot decks,Unbound,4.00 H x 0.25 D x 5.25 W inches 0.08 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,"NON-CLASSIFIABLE
BODY, MIND & SPIRIT / Divination / Tarot",null,Book,BOOK,,10/30/2013
9781593593049,159359304X,0007971084,0007971084,Peter Pauper Press,Old World Beaded Bookmark,2.95,1.68,132,,Bookmark,9.00 H x 0.25 D x 3.00 W inches 0.50 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/21/2012
9781593593131,1593593139,0007971069,0007971069,Peter Pauper Press,Celtic Beaded Bookmark,2.95,1.68,59,,Bookmark,8.50 H x 0.25 D x 2.50 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/20/2012
9781593593148,1593593147,0007971089,0007971089,Peter Pauper Press,Shoot for the Moon Beaded Bookmark,2.95,1.68,539,,Bookmark,8.25 H x 0.25 D x 2.75 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/21/2012
9781593593261,1593593260,0007971085,0007971085,"Hatchard, Rachel",Owls Beaded Bookmark,2.95,1.68,34,,Bookmark,8.75 H x 0.25 D x 3.00 W inches 0.05 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/21/2012
9781593593490,159359349X,0008659435,0008659435,"Peter Pauper Press, Inc.",Keep Calm & Carry on Bookmark,2.95,1.68,52,Gloss highlights. Coordinating bead and silky red tassel complement the design.,Bookmark,1 p. : 8.25 H x 0.25 D x 2.75 W inches 0.10 lbs.,1,,ENG,NON-BOOK,Non-Fiction,,,,Novelty,NON-CLASSIFIABLE,null,Book,SIDEL,,12/15/2012
9781845990473,1845990471,0007350234,0007350234,A. C. Bhaktivedanta Swami Prabhupada,The Higher Taste,2.95,1.68,37,"A guide to the world of gourmet vegetarian cooking. It helps you discover the health and economic advantages, as well as various ethical and spiritual considerations.",Paperback,161 p. : 6.75 H x 0.25 D x 4.25 W inches 0.25 lbs.,1,United States,ENG,GENERAL,Non-Fiction,641,RM,,Cooking,COOKING / Vegetarian,null,Book,BOOK,,12/24/2012
9781878726025,1878726021,0002007132,0002007132,"Rachor, Joann",Of These Ye May Freely Eat,2.95,1.68,0,,Paperback,8.75 H x 0.25 D x 5.75 W inches 0.25 lbs.,0,,ENG,GENERAL,Non-Fiction,641,RM,,Cooking,COOKING / Vegetarian,null,Book,BOOK,,12/28/2012
9781930650053,1930650051,0007080598,0007080598,"Koski, Mary",Impatient Pamela Says Learn How to Call 9-1-1,2.95,1.68,1,"“Unlike books with a teaching message that eclipse the fun and adventure of a good story,Impatient Pamela and its companion workbook are great reads.”–The Boston Parents’ Paper
Impatient Pamela Says: Learn to Call 9-1-1 is an engaging educational tool. Used alone or with theImpatient Pamela Calls 9-1-1 hardcover book, this practical, sixteen-page workbook teaches children about emergencies, including learning their address and phone number, what is a true emergency, when they should call 9-1-1, and who will come when they call. Includes an introductory letter to parents, certificate of completion, and a child’s phone page.",Paperback,16 p. : 9.75 H x 0.25 D x 8.25 W inches 0.15 lbs.,1,,ENG,JUVENILE,Easy Fiction,E,PZ,Impatient Pamela,Juvenile Grades 1-2 Ages 6-7,JUVENILE FICTION / Health & Daily Living / General,null,Book,BOOK,,12/16/2012
9786076183762,6076183764,0016697824,0016697824,"Parker, Vic",De CÃ³mo la Vaca SaltÃ³ Sobre la Luna/ How the Cow Jumped Over the Moon (De CÃ³mo la Vaca SaltÃ³ Sobre la Luna/ How the Cow Jumped Over the Moon),2.95,2.21,4,"Ríe hasta que te duela la barriga son esta maravillosa colección de cuentos en los que no se aplica el sentido común. Fabulas ilustradas dan vida a las cuatro entretenidas historia de Lewis Carroll, Joseph Jacobs, L. Frank Baum y Edwar Lear.",Paperback,40 p. : 8.50 H x 0.25 D x 6.75 W inches 0.25 lbs.,1,,spa,SPANISH PROMO,Easy Fiction,E,PZ,,Spanish Kindergarten,"JUVENILE FICTION / Legends, Myths, Fables / General",null,Book,BOOK,,3/4/2015
9786076183793,6076183799,0016697804,0016697804,"Parker, Vic",El Cohete Realmente Excepcional/ The Remarkable Rocket (El Cohete Realmente Excepcional/ The Remarkable Rocket),2.95,2.21,0,Ríe hasta que te duela la barriga son esta maravillosa colección de cuentos en los que no se aplica el sentido común. Fabulas ilustradas dan vida a las cuatro entretenidas historia de autores como Joseph Jacobs y Oscar Wilde.,Paperback,40 p. : 9.00 H x 0.25 D x 6.75 W inches 0.26 lbs.,1,,spa,SPANISH PROMO,Easy Fiction,E,PZ,,Spanish Kindergarten,"JUVENILE FICTION / Legends, Myths, Fables / General",null,Book,BOOK,,3/4/2015
9788483041840,8483041847,0008663268,0008663268,"Doumerc, Beatriz",El Llop Raimon (O) / Raymond the Wolf (El Llop Raimon (O) / Raymond the Wolf),2.95,1.92,0,,Paperback,17 p. : 6.00 H x 0.25 D x 8.00 W inches 0.12 lbs.,1,,CAT,JUVENILE,Easy Fiction,E,PZ,Bruixola. El Zoo De Les Lletres / Compass. Zoo Letters,Juvenile Grades 1-2 Ages 6-7,JUVENILE FICTION / Short Stories,null,Book,BOOK,,12/21/2012
9788483041888,848304188X,0008663272,0008663272,"Doumerc, Beatriz",El Cistell De L'erico / The basket of the Hedgehog (El Cistell De L'erico / The basket of the Hedgehog),2.95,1.92,0,,Paperback,17 p. : 6.00 H x 0.25 D x 8.00 W inches 0.12 lbs.,1,,CAT,JUVENILE,Easy Fiction,E,PZ,El Zoo De Les Lletres / Zoo of Letters,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Concepts / Alphabet
JUVENILE FICTION / Animals / Mammals",null,Book,BOOK,,12/16/2012
9788483041895,8483041898,0008663273,0008663273,"Doumerc, Beatriz",El Drac Didac / Didac The Dragon (El Drac Didac / Didac The Dragon),2.95,1.92,0,,Paperback,17 p. : 6.00 H x 0.25 D x 8.00 W inches 0.12 lbs.,1,,CAT,JUVENILE,Easy Fiction,E,PZ,El Zoo De Les Lletres / Zoo of Letters,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Concepts / Alphabet
JUVENILE FICTION / Animals / Dragons, Unicorns & Mythical",null,Book,BOOK,,12/16/2012
9788483327760,8483327767,0006802839,0006802839,"Bourgeau, Vincent",Colores/Colors (Colores/Colors),2.95,1.92,0,"Lola visits Tico and they play with toys of different colors. The story introduces the colors yellow, blue, red, green, pink, black, and white. Each situation includes a question regarding the color been introduced. Cut out margins make it easier to readabout each color individually.",Board Book,1 v. (unpaged) : 6.75 H x 0.25 D x 6.75 W inches 0.30 lbs.,1,Spain,spa,JUVENILE,Easy Fiction,,PZ,Las casitas Larousse/The Little Houses,Spanish Preschool,"JUVENILE FICTION / Concepts / Colors
JUVENILE FICTION / Animals / General","Colors; Juvenile fiction.
Color; Juvenile fiction.
Friendship; Juvenile fiction.
Play; Juvenile fiction.
Stories in rhyme.",Book,BOOK,,12/21/2012
9788483327784,8483327783,0006802851,0006802851,"Bourgeau, Vincent",Numeros/Numbers (Numeros/Numbers),2.95,1.92,0,Short rhymes introduce the numbers 1 through 6 represented by animals found on a farm.,Board Book,1 v. (unpaged) : 6.75 H x 0.25 D x 6.75 W inches 0.30 lbs.,1,Spain,spa,JUVENILE,Easy Fiction,,PZ,Las casitas Larousse/Larousse Little Houses,Spanish Preschool,"JUVENILE FICTION / Concepts / Counting & Numbers
JUVENILE FICTION / Animals / General","Counting-out rhymes.
Animals; Juvenile poetry.
Farms; Juvenile poetry.",Book,BOOK,,12/20/2012
9789505076826,9505076827,0006182251,0006182251,"Perez, Gladys",La vida de Maria contada a los ninos/The life of Mary told to the Children (La vida de Maria contada a los ninos/The life of Mary told to the Children),2.95,1.92,0,"Introduces the life of the Virgin Mary based on Catholic traditions; recounts the stories of devotions to her that are popular in Spain, Portugal, and Latin America, including a list of the patronesses of each country; and lists feast days.",Hardcover,91 p. : 8.75 H x 0.50 D x 6.50 W inches 0.50 lbs.,1,South America,spa,JUVENILE,Easy Non-Fiction,232.91,BT607 .V53 2005,,Spanish Grades 1-2,JUVENILE NONFICTION / Religion / Christianity,"Mary,; Blessed Virgin, Saint; Biography; Juvenile literature.
Mary,; Blessed Virgin, Saint; Legends.
Mary,; Blessed Virgin, Saint.
Saints.
Spanish language materials.",Book,BOOK,,12/24/2012
9789875502789,9875502782,0006163256,0006163256,"Sugobono, Nahuel","Leyendas, mitos, cuentos y otros relatos de los Indios de las praderas Norteamericanas/ Legends, myths, stories and other Indian narratives of the North Americans prairies (Leyendas, mitos, cuentos y otros relatos de los Indios de las praderas Norteamericanas/ Legends, myths, stories and other Indian narratives of the North Americans prairies)",2.95,1.92,0,"Introduces the Indians of the Great Plains of North America and presents several tales from their oral tradition, with glossary and suggested theme projects for children.",Paperback,95 p. : 8.25 H x 0.50 D x 6.00 W inches 0.35 lbs.,1,South America,spa,JUVENILE,Juvenile Non-Fiction,398.208997/078,E78.G73 S885 2005,,Spanish Grades 4-6,"JUVENILE NONFICTION / Social Science / Folklore & Mythology
JUVENILE NONFICTION / People & Places / United States / Native American","Indians of North America; Great Plains; Folklore; Juvenile literature.
Indians of North America; Great Plains; Folklore.
Folklore; Great Plains.
Spanish language materials.",Book,BOOK,,12/23/2012
9780060744489,0060744480,0006167546,0006167546,"Driggs, Scout",My Little Pony Dress-Up Day,2.99,1.7,0,"Pony Matching Game:
How many matching pairs can you gather?",Paperback,96 p. : 10.50 H x 0.25 D x 8.00 W inches 0.35 lbs.,1,,ENG,JUVENILE NOVELTY,Easy Fiction,E,PZ,My Little Pony,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Social Themes / Friendship
JUVENILE FICTION / Toys, Dolls & Puppets",null,Book,BOOK,,12/14/2012
9780062115447,0062115448,0009983889,0009983889,"Kent, Lavinia","Kathryn, the Kitten",2.99,1.7,0,"Regency England just got real(ity)
Episode 1: How Kathryn Got Her Passion Back
Kathryn, Duchess of Harrington, has theperfect life: a handsome duke for a husband, richesto spare, a house in Mayfair, and the right groupof friends. The only thing she doesn’t have is herhusband in her bed. But she’s about to change that.Enlisting the aid of her best friend, Linnette,who knows about these things even though she’s aduchess herself, Kathryn begins her seduction plan.
But Linnette knows a secret and it involvesKathryn’s husband. And, when that comes out,Kathryn’s marriage isn’t the only thing at stake.Can you say Afternoon Tea Catfight?",Paperback,127 p. : 7.00 H x 0.50 D x 4.25 W inches 0.15 lbs.,1,United States,ENG,MASS MARKET,Fiction,813,PS,The Real Duchesses of London,Romance/Historical,FICTION / Romance / Historical / General,null,Book,BOOK,,12/23/2012
9780062115751,0062115758,0010065322,0010065322,"Linden, Caroline",I Love the Earl,2.99,1.7,0,"A single ladyin possession of a good fortunemust be in want of a suitor
Margaret de Lacey has accepted her unmarried statewith dignity, if not delight. She had no suitors when she wasyoung and starry-eyed, though regrettably poor,and it’s unlikely any man will court her now that she’s older,wiser, and still just as penniless. Until, that is,her brother unexpectedly inherits the dukedom of Durhamand settles an enormous dowry on her, making herthe most eligible heiress in town.
No gentleman in London is more in need of a wealthybride than Rhys Corwen, Earl of Dowling. He contrives anintroduction to Margaret because of her dowry, but sheswiftly sets him right: no fortune hunter will win her heart orher hand. Far from put off, Rhys is intrigued. Interested.Entranced. And soon the only thing he needsmore than Margaret’s fortune . . . is her love.",Paperback,138 p. : 7.00 H x 0.50 D x 4.00 W inches 0.16 lbs.,1,United States,ENG,MASS MARKET,Fiction,813,PS,,Romance/Historical,FICTION / Romance / Historical / General,null,Book,BOOK,,12/14/2012
9780062118226,0062118226,0011021255,0011021255,"Drake, Jocelynn",Bound to Me,2.99,1.7,1,"Mira, the heroine of Jocelynn Drake's New York Times bestselling Dark Days series, has been a nightwalker for centuries, traveling the globe as an enforcer for a secretive, powerful organization. InBound to Me, for the first time, we travel back into Mira's distant past to see the great love affair that shaped her.",Paperback,118 p. ; 7.00 H x 0.50 D x 4.00 W inches 0.14 lbs.,1,,ENG,MASS MARKET,Fiction,813/.6,PS3604.R352 B68 2012,Dark Days,Fantasy,FICTION / Fantasy / Urban,"Vampires; Fiction.
Fantasy fiction.",Book,BOOK,,12/14/2012
9780062127518,0062127519,0010132126,0010132126,"Kent, Lavinia","Elizabeth, The Enchantress",2.99,1.7,0,"Regency England just got real(ity)
Episode 4: How to Succeed in Marriage without Really Trying
Elizabeth, the Countess of Westhampton,has found her husband. Unfortunately, she wouldhave preferred that he stayed lost! How is shesupposed to react when the man who married her,and then abandoned her without awedding night, suddenly reappears? Obviously,she’ll have to plan her revenge very carefully…",Paperback,"vi, 144 p. ; 6.75 H x 0.75 D x 4.25 W inches 0.18 lbs.",1,,ENG,MASS MARKET,Fiction,813/.6,PS3611.E6746 E55 2011,The Real Duchesses of London,Romance/Historical,FICTION / Romance / Historical / General,"Regency fiction.
Love stories.",Book,BOOK,,12/14/2012
9780062130877,0062130870,0011485705,0011485705,"Gibson, Rachel",Crazy on You,2.99,1.7,7,"Successful businesswoman and divorced mother Lily Darlington feels an instant attraction to her new next-door neighbor Tucker Matthews, but she worries about making their relationship public because of her wild past.",Paperback,121 p. : 6.75 H x 0.50 D x 4.25 W inches 0.14 lbs.,1,,ENG,MASS MARKET,Fiction,813/.6,PS3557.I2216 C73 2012,,Romance/Modern,FICTION / Romance / General,"Divorced mothers; Fiction.
Police; Fiction.
Veterans; Fiction.
Man-woman relationships; Fiction.
Lovett (Tex.); Fiction.
Love stories.",Book,BOOK,,12/14/2012
9780062195500,0062195506,0010799177,0010799177,"Rice, Lisa Marie",Reckless Night & Hot Secrets,2.99,1.7,2,"Two dangerous novellas in one volume!
Two dangerous heroes who will stop at nothing to protect the women they love.
Reckless Night
A Dangerous Passion Novella
Victor ""Drake"" Drakovitch used to run a criminal empire, but he gave it all up for the woman he loves. Now his only wish is to live a long life with his beautiful wife, Grace. But how to thank the woman who has given him everything?
This Christmas, Grace already has what she wants—unquestioning devotion, fierce protection . . . and the best sex a woman has ever had. Until terror strikes and Grace realizes that the best gift of all is a dangerous husband.
Hot Secrets
A Dangerous Lover Novella
Jack Prescott knows how dark and cruel the world can be, but since marrying Caroline he also knows that it carries love and light. When a violent monster of a man breaks into Caroline's bookstore on Christmas Eve, Jack, a martial artist and former Army Ranger, will stop at nothing to save the woman he loves . . . all the while hoping she remembers the combat lessons he has taught her.",Paperback,123 p. : 6.75 H x 0.50 D x 4.25 W inches 0.14 lbs.,1,United States,ENG,MASS MARKET,Fiction,813,PS,,Erotica,"FICTION / Romance / Erotica
FICTION / Romance / Contemporary",null,Book,BOOK,,12/16/2012
9780062238894,0062238892,0011495487,0011495487,"Lerangis, Peter",Seven Wonders Journals,2.99,1.7,1,,Paperback,50 p.,1,United States,ENG,JUVENILE,Juvenile Fiction,FIC,PZ,Seven Wonders,Juvenile Grades 4-6 Ages 9-11,"JUVENILE FICTION / Action & Adventure / General
JUVENILE FICTION / Fantasy & Magic
JUVENILE FICTION / Legends, Myths, Fables / General",null,Book,BOOK,,12/16/2012
9780062238917,0062238914,0012765096,0012765096,"Lerangis, Peter",Seven Wonders Journals,2.99,1.7,10,"The Seven Wonders adventures continue in this print bind-up of The Select andThe Orphan. The Select tells the story of thirteen-year-old Burt Wenders, the first documented carrier of the G7W gene, and his fated voyage to the island that would eventually come to house the Karai Institute. InThe Orphan, learn the story of Daria, orphaned at a young age and enslaved by the Babylonians, and her valiant battle to escape the only city she's ever called home. These titles are together in print for the first time ever.
With key historical details and plenty of backstory surprises, this is a perfect addition to the library of new and continuing fans of theNew York Times bestselling Seven Wonders series by Peter Lerangis, author of three stories in the 39 Clues series.",Paperback,"131, 4 pages ; 7.75 H x 0.50 D x 5.25 W inches 0.22 lbs.",1,United States,ENG,JUVENILE,Juvenile Fiction,[Fic],PZ7.L558 SEL 2014,Seven Wonders,Juvenile Grades 4-6 Ages 9-11,"JUVENILE FICTION / Action & Adventure / General
JUVENILE FICTION / Fantasy & Magic
JUVENILE FICTION / Legends, Myths, Fables / General","Adventure and adventurers; Fiction.
Voyages and travels; Fiction.
Orphans; Fiction.",Book,BOOK,,2/7/2013
9780062238924,0062238922,0015063518,0015063518,"Lerangis, Peter",The Key,2.99,1.7,1,"Discover the history behind the mystery of the New York Times bestselling Seven Wonders series in this original novella.
Follow the tale of Aliyah and Osman, twin treasure hunters pressed into a life of crime. For them, every day is another desperate death-defying adventure until they stumble upon the key that may lead to the greatest treasure ever. But to take home this magical orb, they must first battle their way out of the Tomb of Shadows.
With crucial historical details and plenty of backstory surprises, this is a perfect addition to the library of new and continuing fans of Seven Wonders, the epic adventure series by Peter Lerangis, author of three stories in the 39 Clues series.",Paperback,"71, 14 pages ; 7.75 H x 0.25 D x 5.25 W inches 0.15 lbs.",1,,ENG,JUVENILE,Juvenile Fiction,[Fic],PZ7.L558 KEY 2015,Seven Wonders Journals,Juvenile Grades 4-6 Ages 9-11,"JUVENILE FICTION / Action & Adventure / General
JUVENILE FICTION / Interactive Adventures
JUVENILE FICTION / Legends, Myths, Fables / General","Twins; Fiction.
Orphans; Fiction.
Adventure and adventurers; Fiction.",Book,BOOK,,5/22/2014
9780062238955,0062238957,0017136083,0017136083,"Lerangis, Peter",The Promise,2.99,1.7,17,"From the lost Journals of the New York Times bestselling Seven Wonders series comes the story of how Atlantis came to rest at the bottom of the sea.
Follow the threads of history back to ancient times. Two Atlantean princes, Karai and Massarym, obsessed with power and terrified of the mysterious Loculi, turned against it each other in a bitter rivalry. With the future of the world at stake and nowhere to turn for guidance, the fourteen-year-old brothers chose fear over trust, deception over truth, and violence over brotherhood, and they change the course of history forever.
In this final installment of the Seven Wonders Journals, dive into the heart of the mystery that started it all before the adventure concludes inSeven Wonders: The Legend of the Rift, the fifth and final book in the New York Times bestselling adventure series by Peter Lerangis, author of hundreds of books, including three titles in the 39 Clues series.",Paperback,"92, 10 pages ; 7.00 H x 0.25 D x 5.00 W inches 0.15 lbs.",1,United States,ENG,JUVENILE,Juvenile Fiction,[Fic],PZ7.L558 PR 2016,Seven Wonders Journals,Juvenile Grades 4-6 Ages 9-11,"JUVENILE FICTION / Action & Adventure / General
JUVENILE FICTION / Fantasy & Magic
JUVENILE FICTION / Legends, Myths, Fables / General","Atlantis (Legendary place); Juvenile fiction.
Brothers; Juvenile fiction.
Seven Wonders of the World; Juvenile fiction.
Atlantis (Legendary place).; (OCoLC)fst01429815
Brothers.; (OCoLC)fst00839665
Seven Wonders of the World.; (OCoLC)fst01113635
Fiction.; (OCoLC)fst01423787
Juvenile works.; (OCoLC)fst01411637",Book,BOOK,,5/19/2015
9780307035868,0307035867,0001014602,0001014602,Not Available,Numbers 10-100,2.99,1.7,84,"Bring home your child's classroom with the wonderfully imaginative 'Step Ahead' series of products. Proven educational methods reinforce what is taught in preschool through the elementary grades. In this workbook, children can learn about numbers, how to count up to 100, and how to count by tens.",Paperback,10.00 H x 0.25 D x 8.00 W inches 0.25 lbs.,0,,ENG,JUVENILE,Easy Fiction,E,PZ,Golden Step Ahead,Juvenile Grades 1-2 Ages 6-7,JUVENILE FICTION / General,null,Book,BOOK,,12/21/2012
9780307235428,0307235424,0000860394,0000860394,"Doyle, Nora",Phonics 1,2.99,1.7,51,"Get a head start on being smart with this Step Ahead workbook, complete with over 50 colorful stickers!
 
You and your child will discover the joy of learning at home with this illustrated activity book. Carefully planned by first and second grade teachers to complement the school curriculum, it provides positive learning experiences through a variety of appealing activities, including:
 
• Learning words with short vowels
• Learning words with long vowels
• Learning about blends",Paperback,11.00 H x 0.25 D x 8.50 W inches 0.25 lbs.,0,,ENG,JUVENILE,Juvenile Fiction,,,Golden Step Ahead Workbook,null,JUVENILE FICTION / General,null,Book,BOOK,,12/25/2012
9780307249555,0307249557,0002382150,0002382150,Not Available,Alphabet,2.99,1.7,37,"These Step Ahead flash cards help children identify letters—an essential step in learning to read.

• 54-card deck introduces the 26 letters of the alphabet in both upper and lowercase
• Handy flash card format features full-color illustrations, giving children visual clues to sounding out letter sounds
• Includes four easy-to-learn letter games for added practice",Paperback,7.25 H x 1.00 D x 3.75 W inches 0.45 lbs.,0,,ENG,GENERAL,Juvenile Fiction,,,PACK OF 12,Language,LANGUAGE ARTS & DISCIPLINES / Reading Skills,null,Book,BOOK,,12/26/2012
9780310089827,0310089824,0020454958,0020454958,"Strobel, Lee",The Case for Christ Answer Booklet,2.99,1.7,9,"Learn the answers to some of your most pressing questions about Christianity in bestselling author Lee Strobel’sThe Case for Christ Answer Booklet. This 64-page booklet is filled with short, easy-to-understand questions and answers about important faith issues.
Lee Strobel was an atheist when he began his career as a journalist. Through his journalistic research, he became convinced that Jesus is real, and Strobel has written numerous bestselling books on his findings, includingThe Case for Christ, The Case for a Creator,and The Case for Faith.A movie, The Case for Christ, is being made of his life story. This movie tie-in booklet hits the highlights ofThe Case for Christ Answer Booklet and will pique your interest as you read through some of the most pressing questions—and unbelievable answers—of the Christian faith.",Paperback,53 p. : 7.00 H x 0.25 D x 4.25 W inches 0.10 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,,Religion/Ethics,"RELIGION / Christian Life / Personal Growth
RELIGION / Christian Theology / Apologetics
RELIGION / Christian Theology / Christology",null,Book,BOOK,,3/7/2017
9780310325505,0310325501,0011501793,0011501793,"Batterson, Mark",Praying Circles Around Your Children,2.99,1.7,13,"Based on his New York Times bestseller, The Circle Maker, Mark Batterson shows ordinary parents how to become extraordinary influencers in the lives of their children through prayer in Praying Circles around Your Children. You'll never be a perfect parent, but you can be a praying parent!",Paperback,107 p. ; 6.75 H x 0.25 D x 4.00 W inches 0.20 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248.3/2,BV4529 .B3773 2012,,Religion/Ethics,"RELIGION / Christian Life / Family
RELIGION / Christian Life / Prayer","Parents; Religious life.
Parent and child; Religious aspects; Christianity.
Intercessory prayer; Christianity.
Prayer; Christianity.",Book,BOOK,,12/15/2012
9780310336358,031033635X,0010091323,0010091323,"Batterson, Mark",Be A Circle Maker Booklet,2.99,1.7,22,"According to Pastor Mark Batterson in his book, The Circle Maker, 'Drawing prayer circles around our dreams isn't just a mechanism whereby we accomplish great things for God. It's a mechanism whereby God accomplishes great things in us.' Do you ever sense that there's far more to prayer, and to God's vision for your life, than what you're experiencing? It's time you learned from the legend of Honi the Circle Maker---a man bold enough to draw a circle in the sand and not budge from inside it until God answered his prayers for his people. What impossibly big dream is God calling you to draw a prayer circle around? In this powerful booklet, excerpted from THE CIRCLE MAKER, Batterson helps you uncover your heart's deepest desires and God-given dreams and unleash them through the kind of audacious prayer that God delights to answer.
 ",Paperback,58 p. ; 6.75 H x 0.25 D x 4.00 W inches 0.15 lbs.,1,United States,ENG,GENERAL,Non-Fiction,248.3/2,BV215 .B3787 2011,,Religion/Ethics,RELIGION / Christian Life / Spiritual Growth,"Prayer; Christianity.
òHoni,; ha-Me°aggel; 1st cent. B.C.",Book,BOOK,,12/13/2012
9780310337874,0310337879,0013077404,0013077404,"Batterson, Mark",Going All In,2.99,1.7,0,"In this powerful booklet, excerpted from All In, Mark Batterson reminds us that the Gospel costs nothing but demands everything. If Jesus is not Lord of all, He is not Lord at all. It's all or nothing. It's now or never. It's time to ante up and go all in with God.",Paperback,54 p. : 7.00 H x 0.25 D x 4.00 W inches 0.10 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,,Religion/Ethics,RELIGION / Christian Life / Spiritual Growth,null,Book,BOOK,,3/27/2013
9780310339502,0310339502,0013856504,0013856504,"Strobel, Lee",The Case for Easter,2.99,1.7,1,"Did Jesus of Nazareth really rise from the dead? 
Of the many world religions, only one claims that its founder returned from the grave. The resurrection of Jesus Christ is the very cornerstone of Christianity.
But a dead man coming back to life? In our sophisticated age, when myth has given way to science, who can take such a claim seriously? Some argue that Jesus never died on the cross. Conflicting accounts make the empty tomb seem suspect.
How credible is the evidence for—and against—the resurrection? Focusing his award-winning skills as a legal journalist on history’s most compelling enigma, Lee Strobel retraces the startling findings that led him from atheism to belief.  He examines:
The Medical Evidence—Was Jesus’ death a sham and his resurrection a hoax?
The Evidence of the Missing Body—Was Jesus’ body really absent from his tomb?
The Evidence of Appearances—Was Jesus seen alive after his death on the cross?
Written in a hard-hitting journalistic style, The Case for Easter probes the core issues of the resurrection. Jesus Christ, risen from the dead: superstitious myth or life-changing reality? The evidence is in. The verdict is up to you.",Paperback,95 p. : 6.50 H x 0.25 D x 4.25 W inches 0.14 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,The Case for,Religion/Ethics,RELIGION / Christian Living / Personal Growth,null,Book,BOOK,,9/26/2013
9780310340591,0310340594,0014221205,0014221205,"Strobel, Lee",The Case for Christmas,2.99,1.7,78,"Who was in the manger that first Christmas morning? Some say he would become a great moral leader. Others, a social critic. Still others view Jesus as a profound philosopher, a rabbi, a feminist, a prophet, and more. Many are convinced he was the divine Son of God.
Who was he really? And how can you know for sure?
Consulting experts on the Bible, archaeology, and messianic prophecy, award-winning legal journalist Lee Strobel searches out the true identity of the child in the manger. If Jesus really was God in the flesh, then there ought to be credible evidence, including:
Eyewitness Evidence—Can the biographies of Jesus be trusted?
Scientific Evidence—What does archaeology reveal?
Profile Evidence—Did Jesus fulfill the attributes of God?
Fingerprint Evidence—Did Jesus uniquely match the identity of the Messiah?
The Case for Christmas invites readers to consider why Christmas matters in the first place. Somewhere beyond the traditions of the holiday lies the truth. Your customers will find this little booka timely product, perfect as a gift or for use in ministry during the Christmas season or any other time of the year.",Paperback,96 p. : 7.00 H x 0.50 D x 4.50 W inches 0.10 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,248,BV,,Religion/Ethics,RELIGION / Christian Living / Personal Growth,null,Book,BOOK,,12/19/2013
