ISBN,ISBN_10,ProductID,BTKey,Author,Title,PriceReguar,PriceDiscounted,30day_demand,Annotation,FormatPrimary,FormatPrimary_Description,FormatPrimary_QuantityPack,CountryOfPublication,LanguageCode,Classification_Merchandise,Classification_BookType,Classification_DeweyClass,Classification_LCClass,Classification_SeriesProduct,Subjects_General,Subjects_Bisac,Subjects_Library,ProductType,ProductLineID,ProductStatus,DateCreated
9789706278012,970627801X,0023123130,0023123130,"Torres, Alberto Hernandez",Pepito (Pepito),3.95,2.25,14,,Paperback,86 p. : 8.25 H x 0.25 D x 5.25 W inches 0.22 lbs.,1,,spa,JUVENILE,Juvenile Fiction,FIC,PZ,,Spanish Grades 4-6,JUVENILE FICTION / Fairy Tales & Folklore / General,null,Book,BOOK,,5/21/2018
9789707188457,9707188456,0008011476,0008011476,Degustis,Pasteles/ Cakes (Pasteles/ Cakes),3.95,2.96,0,"Give your family and friends a good time with more than 112 recipes of cakes. You will be surprised with the practical and the easy instructionsto elabrate these plates. You can follow the marvelous color photographs that illustrate each plate. And besides this, the practical suggestions and recomendations (included in the begining of each chapter) will make even more simple the time to cook.",Paperback,64 p. : 8.00 H x 0.25 D x 6.50 W inches 0.36 lbs.,1,,spa,SPANISH PROMO,Non-Fiction,641,TX,Serie Delicias,Spanish Adult Non-Fiction,COOKING / Courses & Dishes / Cakes,null,Book,BOOK,,12/23/2012
9781414312262,1414312261,0007750207,0007750207,"Beers, Ronald A.",Divine Moments for Women,3.97,,0,"Divine Moments books are designed to help you experience a daily breakthrough with God. Inside each handy book you'll find life application topics such as acceptance, brokenness, calling, comfort, crisis, decisions, doubt, endurance, giving, healing, hurts, loss, love, miracles, mistakes, planning, purpose, risk, romance, stress, temptation, tragedy, and wisdom. Under each topic you'll find a question that we all ask at one time or another about how we relate to God and how our faith relates to everyday life. When we bring our deepest questions to God, we can find answers. Discover today how God's Word provides answers to our deepest questions about life and answers hundreds of the greatest questions of all time.",Paperback,319 p. ; 6.00 H x 0.75 D x 4.00 W inches 0.34 lbs.,1,United States,ENG,RELIGIOUS,Non-Fiction,242/.643,BV4844 .D59 2008,,Religion/Ethics,RELIGION / Christian Life / Women's Issues,"Christian women; Prayers and devotions.
Christian women; Religious life.",Book,BOOK,,12/25/2012
9781619695023,1619695022,0011117860,0011117860,"Colbert, Stephen",I Am a Pole and So Can You!,3.98,2.19,4,"""The sad thing is, I like it"" - Maurice Sendak

""The perfect gift to give a child or grandchild for their high school or college graduation.
Also Father's Day.
Also, other times."" 

- Stephen Colbert",Spoken Word Compact Disc,1 sound disc (ca. 8 min.) : 5.25 H x 0.25 D x 5.75 W inches 0.10 lbs.,1,,ENG,AUDIO,Non-Fiction,818/.602,PN6165 .C635 2012B,,Humor,HUMOR / Topic / Business & Professional,"American wit and humor.
Flagpoles; Humor.
Audiobooks.",Book,SPOKEN,,12/15/2012
9780007350773,0007350775,0013141200,0013141200,"Austen, Jane",Pride and Prejudice,3.99,2.27,7,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,402 p. : 6.25 H x 1.25 D x 4.25 W inches 0.45 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007350780,0007350783,0013141201,0013141201,"Austen, Jane",Emma,3.99,,0,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,498 p. : 7.00 H x 1.25 D x 4.25 W inches 0.55 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007350797,0007350791,0013141202,0013141202,"Austen, Jane",Sense and Sensibility,3.99,2.27,0,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,"viii, 388 pages ; 7.00 H x 1.25 D x 4.25 W inches 0.44 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823/.7,PR4034 .S4 2010E,Collins Classics,Literature/Classics,FICTION / Classics,"Young women; England; Fiction.
Sisters; England; Fiction.
Gentry; England; Fiction.
Inheritance and succession; Fiction.
Mate selection; Fiction.
Man-woman relationships; Fiction.
England; Social life and customs; 19th century; Fiction.
Regency fiction.
Love stories.",Book,BOOK,,4/8/2013
9780007350803,0007350805,0013141203,0013141203,"Bronte, Charlotte",Jane Eyre,3.99,,loading... ,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,"xv, [1], 490 pages ; 7.25 H x 1.50 D x 4.50 W inches 0.55 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823/.8,PR4167 .J3 2010,Collins Classics,Literature/Classics,FICTION / Classics,"Governesses; England; Fiction.
Young women; England; Fiction.
Bildungsromans.
Love stories.",Book,BOOK,,4/8/2013
9780007350810,0007350813,0013141204,0013141204,"Bronte, Emily",Wuthering Heights,3.99,2.27,1,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,"viii, 384 p. ; 7.00 H x 1.25 D x 4.50 W inches 0.48 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823.8,PS,Collins Classics,Literature/Classics,FICTION / Classics,"Triangles (Interpersonal relations); Fiction.
Rejection (Psychology); Fiction.
Rural families; England; Fiction.
Revenge; Fiction.
Yorkshire (England); Fiction.",Book,BOOK,,4/8/2013
9780007350834,000735083X,0013141207,0013141207,"Doyle, Arthur Conan, Sir",The Adventures of Sherlock Holmes,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,"x, 318 p. ; 6.75 H x 0.75 D x 4.25 W inches 0.35 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823.8 UKW,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Mystery & Detective / General","Holmes, Sherlock (Fictitious character); Fiction.
Watson, John H. (Fictitious character); Fiction.
Detective and mystery stories, English.",Book,BOOK,,4/8/2013
9780007350841,0007350848,0013141208,0013141208,"Defoe, Daniel",Robinson Crusoe,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,290 pages ; 7.25 H x 1.00 D x 4.75 W inches 0.34 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823/.5,PR3403 .A1 2013,Collins Classics,Literature/Classics,FICTION / Classics,"Crusoe, Robinson (Fictitious character); Fiction.
Shipwreck survival; Fiction.
Castaways; Fiction.
Islands; Fiction.
Adventure fiction.",Book,BOOK,,4/8/2013
9780007350858,0007350856,0018450994,0018450994,"Kipling, Rudyard",The Jungle Book,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,212 p. : 7.00 H x 0.75 D x 4.25 W inches 0.25 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,2/24/2016
9780007350865,0007350864,0013141209,0013141209,"Dickens, Charles",A Christmas Carol,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,128 p. : 6.75 H x 0.25 D x 4.00 W inches 0.15 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007350872,0007350872,0013141210,0013141210,"Dickens, Charles",Great Expectations,3.99,,loading... ,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,460 p. : 7.00 H x 1.25 D x 4.50 W inches 0.50 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007350889,0007350880,0013141211,0013141211,"Dickens, Charles",Oliver Twist,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,"viii, 508 p. ; 7.00 H x 1.25 D x 4.50 W inches 0.65 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823.8,PR4567 .A1 2010,Collins Classics,Literature/Classics,FICTION / Classics,"Orphans; England; Fiction.
Fagin (Fictitious character); Fiction.
Nancy (Fictitious character : Bushmiller); Fiction.
Criminals; England; Fiction.
Kidnapping victims; England; Fiction.
England; Social conditions; Fiction.",Book,BOOK,,4/8/2013
9780007350896,0007350899,0013141212,0013141212,"Dickens, Charles",A Tale of Two Cities,3.99,2.27,2,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,"vii, 446 p. ; 7.25 H x 1.25 D x 5.00 W inches 0.58 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823.8,PR4571 .A1 2010,Collins Classics,Literature/Classics,FICTION / Classics,"City and town life; France; Paris; Fiction.
City and town life; England; London; Fiction.
France; History; Revolution, 1789-1799; Fiction.",Book,BOOK,,4/8/2013
9780007350926,0007350929,0018396901,0018396901,"Hawthorne, Nathaniel",The Scarlet Letter,3.99,2.27,1,"HarperCollins is pround to present its new range of best-loved, essential classics.",Paperback,324 p. : 7.00 H x 1.00 D x 4.25 W inches 0.40 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Historical",null,Book,BOOK,,2/12/2016
9780007350933,0007350937,0018396894,0018396894,"Carroll, Lewis",Through the Looking Glass,3.99,2.27,1,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,192 p. : 7.00 H x 0.50 D x 4.75 W inches 0.25 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Juvenile Fiction,FIC,PZ,Collins Classics,Juvenile Grades 4-6 Ages 9-11,"JUVENILE FICTION / Classics
JUVENILE FICTION / Fantasy & Magic",null,Book,BOOK,,2/12/2016
9780007350964,0007350961,0013141213,0013141213,"Shelley, Mary Wollstonecraft",Frankenstein,3.99,2.27,10,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,230 p. : 7.25 H x 0.75 D x 4.75 W inches 0.30 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Gothic",null,Book,BOOK,,4/8/2013
9780007350988,0007350988,0018396895,0018396895,"Shakespeare, William",Macbeth,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,260 p. : 7.25 H x 1.00 D x 4.50 W inches 0.34 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Non-Fiction,822,PR,Collins Classics,Plays,"DRAMA / Shakespeare
DRAMA / European / English, Irish, Scottish, Welsh",null,Book,BOOK,,2/12/2016
9780007350995,0007350996,0013141214,0013141214,"Alcott, Louisa May",Little Women,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,286 p. : 7.00 H x 0.75 D x 4.25 W inches 0.35 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007351008,0007351003,0013141215,0013141215,"Stevenson, Robert Louis",The Strange Case of Dr Jekyll and Mr Hyde,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,"viii, 116 p. ; 7.25 H x 0.25 D x 5.00 W inches 0.18 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,823/.8,PR5485 .A1 2010,Collins Classics,Literature/Classics,FICTION / Classics,"Physicians; Fiction.
London (England); Fiction.
Multiple personality; Fiction.
Self-experimentation in medicine; Fiction.
Psychological fiction.
Horror fiction.
Physicians; Fiction.
London (England); Fiction.
Multiple personality; Fiction.",Book,BOOK,,4/8/2013
9780007351022,000735102X,0013141216,0013141216,"Swift, Jonathan",Gulliverâ€™s Travels,3.99,,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,320 p. : 7.25 H x 1.00 D x 4.75 W inches 0.38 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007351039,0007351038,0018396893,0018396893,"Twain, Mark",The Adventures of Huckleberry Finn,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,306 p. : 7.00 H x 0.75 D x 4.25 W inches 0.40 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Juvenile Fiction,FIC,PZ,Collins Classics,Juvenile Grades 4-6 Ages 9-11,JUVENILE FICTION / Classics,null,Book,BOOK,,2/12/2016
9780007351053,0007351054,0013141217,0013141217,"Wilde, Oscar",The Picture of Dorian Gray,3.99,2.27,2,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,252 p. : 6.75 H x 0.50 D x 4.25 W inches 0.35 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007351060,0007351062,0013141205,0013141205,"Burnett, Frances Hodgson",The Secret Garden,3.99,2.27,1,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,"vii, 270 pages ; 7.00 H x 0.75 D x 4.25 W inches 0.35 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,[Fic],PZ7.B934 SE 2010D,Collins Classics,Literature/Classics,FICTION / Classics,"Great Britain; History; Edward VII, 1901-1910; Juvenile fiction.
Orphans; Fiction.
Gardens; Fiction.
People with disabilities; Fiction.
Yorkshire (England); History; 20th century; Fiction.
Great Britain; History; Edward VII, 1901-1910; Fiction.",Book,BOOK,,4/8/2013
9780007368556,0007368550,0018396892,0018396892,"Baum, L. Frank",The Wonderful Wizard of Oz,3.99,2.27,1,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,"xiv, 178 pages ; 7.00 H x 0.50 D x 4.50 W inches 0.25 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Juvenile Fiction,[Fic],PZ7.B327 WON 2013G,Collins Classics,Juvenile Grades 4-6 Ages 9-11,"JUVENILE FICTION / Classics
JUVENILE FICTION / Fantasy & Magic",Fantasy.,Book,BOOK,,2/12/2016
9780007368570,0007368577,0018396898,0018396898,"Doyle, Arthur Conan, Sir",The Hound of the Baskervilles,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,176 p. : 6.75 H x 0.75 D x 4.25 W inches 0.25 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Mystery & Detective / Traditional",null,Book,BOOK,,2/12/2016
9780007368617,0007368615,0013141218,0013141218,"Austen, Jane",Persuasion,3.99,2.27,0,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,260 p. : 6.75 H x 0.75 D x 4.25 W inches 0.35 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,4/8/2013
9780007368624,0007368623,0018396899,0018396899,"Conrad, Joseph",Heart of Darkness,3.99,2.27,4,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,130 p. : 7.00 H x 0.50 D x 4.25 W inches 0.20 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,2/12/2016
9780007368648,000736864X,0018396919,0018396919,"Wharton, Edith",The Age of Innocence,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,322 p. : 8.00 H x 1.00 D x 5.00 W inches 0.75 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,2/12/2016
9780007372379,000737237X,0018396917,0018396917,"Verne, Jules",Journey to the Centre of the Earth,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,274 p. : 7.00 H x 0.75 D x 4.50 W inches 0.35 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Science Fiction / General",null,Book,BOOK,,2/12/2016
9780007420087,0007420080,0018396913,0018396913,"Stoker, Bram",Dracula,3.99,2.27,3,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,482 p. : 7.00 H x 1.20 D x 4.30 W inches 0.60 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Gothic",null,Book,BOOK,,2/12/2016
9780007420117,0007420110,0018396915,0018396915,"Twain, Mark",The Adventures of Tom Sawyer,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,"viii, 272 pages : 6.75 H x 0.75 D x 4.25 W inches 0.40 lbs.",1,Great Britain/British Isles,ENG,MASS MARKET,Juvenile Fiction,[Fic],PZ7.T888 AD 2011,Collins Classics,Juvenile Grades 4-6 Ages 9-11,JUVENILE FICTION / Classics,"Sawyer, Tom (Fictitious character); Fiction.
Mississippi River; Fiction.
Missouri; History; 19th century; Fiction.
Adventure and adventurers; Fiction.",Book,BOOK,,2/12/2016
9780007420230,0007420234,0018396907,0018396907,"London, Jack",The Call of the Wild,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,132 p. : 7.00 H x 0.50 D x 4.25 W inches 0.20 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,2/12/2016
9780007420285,0007420285,0018396903,0018396903,"James, Henry",The Turn of the Screw,3.99,2.27,1,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,192 p. : 7.00 H x 0.50 D x 4.50 W inches 0.25 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Ghost",null,Book,BOOK,,2/12/2016
9780007420292,0007420293,0018396896,0018396896,"Austen, Jane",Mansfield Park,3.99,2.27,0,"HarperCollins is proud to present its range of best-loved, essential classics.",Paperback,516 p. : 7.00 H x 1.50 D x 4.50 W inches 0.65 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,2/12/2016
9780007449408,0007449402,0018396905,0018396905,"Joyce, James",Dubliners,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,242 p. : 6.75 H x 0.75 D x 4.25 W inches 0.30 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Short Stories (single author)",null,Book,BOOK,,2/12/2016
9780007902200,0007902204,0018396900,0018396900,"Crane, Stephen",The Red Badge of Courage,3.99,2.27,2,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,188 p. : 7.00 H x 0.75 D x 4.25 W inches 0.25 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,FICTION / Classics,null,Book,BOOK,,2/12/2016
9780007902347,0007902344,0018396911,0018396911,"Shakespeare, William",Hamlet,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,188 p. : 7.00 H x 0.50 D x 4.50 W inches 0.25 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Non-Fiction,822,PR,Collins Classics: The Alexander Shakespeare,Plays,"DRAMA / Shakespeare
DRAMA / European / English, Irish, Scottish, Welsh",null,Book,BOOK,,2/12/2016
9780007902361,0007902360,0018396909,0018396909,"Shakespeare, William",Romeo and Juliet,3.99,2.27,0,"HarperCollins is proud to present its new range of best-loved, essential classics.",Paperback,300 p. : 7.00 H x 1.00 D x 4.50 W inches 0.40 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Non-Fiction,822,PR,Collins Classics: Alexander Shakespeare,Plays,"DRAMA / Shakespeare
DRAMA / European / English, Irish, Scottish, Welsh",null,Book,BOOK,,2/12/2016
9780007925292,0007925298,0023782791,0023782791,"Thoreau, Henry David",Walden and Civil Disobedience,3.99,2.27,0,"HarperCollins is proud to present its incredible range of best-loved, essential classics.",Paperback,432 p. : 7.01 H x 4.37 W inches,1,Great Britain/British Isles,ENG,GENERAL,Non-Fiction,320,JK,Collins Classics,Politics/Intl Relations,POLITICAL SCIENCE / Civics & Citizenship,null,Book,BOOK,,9/5/2018
9780007934423,0007934424,0018396897,0018396897,"Doyle, Arthur Conan, Sir",The Return of Sherlock Holmes,3.99,2.27,0,"HarperCollins is proud to present its incredible range of best-loved, essential classics.",Paperback,370 p. : 6.75 H x 1.00 D x 4.25 W inches 0.45 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Mystery & Detective / Traditional",null,Book,BOOK,,2/12/2016
9780008167523,0008167524,0018190098,0018190098,"Doyle, Arthur Conan, Sir",The Memoirs of Sherlock Holmes,3.99,2.27,0,"HarperCollins is proud to present its incredible range of best-loved, essential classics.",Paperback,290 p. : 7.00 H x 0.75 D x 4.50 W inches 0.40 lbs.,1,Great Britain/British Isles,ENG,MASS MARKET,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Mystery & Detective / Traditional",null,Book,BOOK,,12/29/2015
9780008275952,0008275955,0021495527,0021495527,Homer,Troy,3.99,2.27,2,"When Paris falls in love with legendary beauty Helen of Troy, the devastating effects of their affair on their families and fellow citizens are unimaginable. Battle lines are drawn, alliances are forged, and as the Greeks and Trojans march into battle, the resilience and humanity of all will be tested.",Paperback,368 p. : 7.50 H x 1.00 D x 5.00 W inches 0.60 lbs.,1,Great Britain/British Isles,ENG,GENERAL,Fiction,813,PS,Collins Classics,Literature/Classics,"FICTION / Classics
FICTION / Action & Adventure
FICTION / Fairy Tales, Folk Tales, Legends & Mythology",null,Book,BOOK,,9/3/2017
9780060005054,006000505X,0004388704,0004388704,"Cazet, Denys",Minnie and Moo The Night of the Living Bed,3.99,2.27,9,Minnie's barnyard friends find a way to make her feel better when a bad dream upsets her and sends her bed rolling into town on Halloween night. Reprint.,Paperback,48 p. : 8.50 H x 0.25 D x 5.50 W inches 0.20 lbs.,1,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.C2985 MMO 2004,"I Can Read, Level 3",Juvenile Grades 2-3 Ages 7-8,"JUVENILE FICTION / Readers / Intermediate
JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Holidays & Celebrations / Halloween","Halloween; Fiction.
Dreams; Fiction.
Cows; Fiction.
Domestic animals; Fiction.
Humorous stories.",Book,BOOK,,12/14/2012
9780060005306,0060005300,0007021316,0007021316,"Brown, Charlotte Lewis",The Day the Dinosaurs Died,3.99,2.27,14,Offers an illustrated look at how the impact of a giant asteroid changed the planet and caused the extinction of these massive beasts who ruled the planet for millions of years. Reprint.,Paperback,48 p. : 8.75 H x 0.25 D x 5.75 W inches 0.20 lbs.,1,United States,ENG,JUVENILE,Easy Non-Fiction,567.9,QE861.6.E95 B76 2007,I Can Read: Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE NONFICTION / Readers / Beginner
JUVENILE NONFICTION / Animals / Dinosaurs & Prehistoric Creatures
JUVENILE NONFICTION / Science & Nature / Biology","Dinosaurs; Extinction; Juvenile literature.
Competition (Biology); Juvenile literature.
Animals, Fossil; Juvenile literature.
Extinct animals; Juvenile literature.
Dinosaurs; Extinction.
Prehistoric animals.
Extinct animals.",Book,BOOK,,12/15/2012
9780060080921,0060080922,0003796151,0003796151,"Parish, Herman","Good Driving, Amelia Bedelia",3.99,2.27,22,"Attempting to obtain her driver's license, the literal-minded Amelia Bedelia experiences more than a few confusing moments when she is instructed to look for a fork in the road and call a tow truck. Reprint.",Paperback,44 p. : 9.00 H x 0.25 D x 6.00 W inches 0.20 lbs.,1,,ENG,JUVENILE,Juvenile Fiction,[E],PZ7.P2185 GO 2002,An I Can Read Book,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Humorous Stories
JUVENILE FICTION / Transportation / Cars & Trucks","Automobile driving; Fiction.
Humorous stories.",Book,BOOK,,12/14/2012
9780060087807,0060087803,0004446419,0004446419,"Parish, Herman",Calling Doctor Amelia Bedelia,3.99,2.27,44,"Funny bones
The doctor is out! But Amelia Bedelia is ready to help a crowd of grouchy patients. Along the way she doses out some of the best medicine of all -- laughter, of course!",Paperback,64 p. ; 9.00 H x 0.25 D x 6.00 W inches 0.20 lbs.,1,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.P2185 CAL 2004,Amelia Bedelia I Can Read,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Humorous Stories
JUVENILE FICTION / Health & Daily Living / General
JUVENILE FICTION / Readers / Beginner","Medical care; Fiction.
Household employees; Fiction.
Humorous stories.",Book,BOOK,,12/14/2012
9780060094614,0060094613,0006145537,0006145537,"Capucilli, Alyssa Satin",Biscuit and the Baby,3.99,2.27,32,"With the baby sound asleep, curious and excited Biscuit has to be patient and extra quiet before getting a chance to meet the new addition to the family. Reprint.",Paperback,23 p. : 8.75 H x 0.50 D x 5.75 W inches 0.10 lbs.,1,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.C179 BIE 2005,Biscuit,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Family / New Baby","Dogs; Fiction.
Babies; Fiction.",Book,BOOK,,12/14/2012
9780060099206,0060099208,0006618466,0006618466,"Platt, Kin",Big Max And the Mystery of the Missing Giraffe,3.99,2.27,27,"When his pet giraffe goes missing, devastated King Punchapillow puts the world-famous detective Big Max on the case who, despite the complexities of the situation, won’t give up until Jake the giraffe is found! Reprint.",Paperback,62 p. : 6.00 H x 0.25 D x 9.00 W inches 0.25 lbs.,1,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.P7125 BIE 2005,I Can Read: Level 2,Juvenile Grades 1-2 Ages 6-7,"JUVENILE FICTION / Readers / Beginner
JUVENILE FICTION / Mysteries & Detective Stories","Giraffe; Fiction.
Mystery and detective stories.",Book,BOOK,,12/14/2012
9780060519056,0060519053,0004108451,0004108451,"Figueroa, Acton",I Am the Hulk,3.99,2.27,0,"Bruce Banner is just an ordinary scientist who wants to use his work for good. But after an accident takes place in his lab, everything changes. He changes.
Now when Bruce gets angry, he turns into the Hulk!",Paperback,32 p. : 9.00 H x 0.25 D x 6.00 W inches 0.15 lbs.,0,United States,ENG,JUVENILE,Easy Fiction,[E],PZ7.F489 IAN 2003,Hulk,Juvenile Kindergarten Ages 5-6,"JUVENILE FICTION / Action & Adventure / General
JUVENILE FICTION / Media Tie-In","Monsters; Fiction.
Anger; Fiction.
Science fiction.",Book,BOOK,,12/21/2012
9780060529208,0060529202,0004108534,0004108534,"Murkoff, Heidi Eisenberg",What to Expect at Preschool,3.99,2.27,6,"Angus, the lovable ""Answer Dog"" helps children and parents alike prepare for the first day of preschool by answering a full range of questions. Reprint.",Paperback,1 v. (unpaged) : 8.00 H x 0.25 D x 8.00 W inches 0.10 lbs.,1,United States,ENG,JUVENILE,Easy Non-Fiction,372.21/0973,LB1140.23 M87 2003,What to Expect Kids,Juvenile Kindergarten Ages 5-6,"JUVENILE NONFICTION / Social Topics / New Experience
JUVENILE NONFICTION / School & Education","Education, Preschool; United States; Juvenile literature.
Education, Preschool.",Book,BOOK,,12/14/2012
